ID,ItemType,SubType,Set,Name (EN),Name (JP),Name (Tr),Description (EN),Description (JP),Description (Tr),Summary (EN),Summary (JP),Summary (Tr)
603000,Weapon,Thrusting Sword,,Velka's Rapier,ベルカの刺剣,Thorn sword of the Belka,"Weapon type: Thrusting Sword Attack type: Regular/Thrust\nA symbolic, powerful thrusting sword used by the Pardoner serving Velka, Goddess of Sin. It is no mere symbol to be sure; the Pardoner is an inhuman swordsman, and wields this enchanted blade with special sword technique.",武器種別：刺剣 攻撃属性：標準/刺突\n罪の女神ベルカの教戒師が身に帯びる 象徴的な意味合いの強い刺剣\nだが、それは単なる象徴に留まらず 魔力を帯びた刀身と、独特の剣技により 教戒師はまた卓越した剣士でもある,"Weapon Type: thorn sword attack attribute: Standard / piercing \ n sin strong thorn sword \ n But preaching nurses of the goddess Belka is the symbolic meaning which takes in only, it is a blade that was tinged with not only magical power to mere symbolism, is also the exhortation nurse is also excellent swordsman by the unique sword",Thrusting Sword,刺剣,Thorn sword
604000,Weapon,Thrusting Sword,,Ricard's Rapier,リカールの刺剣,Thorn sword of Ricard,"Weapon type: Thrusting Sword Attack type: Thrust\nA rapier with intricate decorations. Chosen weapon of the infamous Undead Prince Ricard. Ricard's exploits are told in a monomyth. He was born into royalty, but wandered the lands in a fateful ill-conceived journey. He became Undead, and disappeared up North.\n",武器種別：刺剣 攻撃属性：刺突\n凝った装飾のほどこされたレイピア 有名な不死の王子リカールの武器\n王子リカールの物語は貴種流離譚の１つであり 王家に生まれた彼が運命の悪戯で各地を流浪し 最後は不死となり、北に旅立って終わっている,"Weapon Type: thorn sword attack attribute: piercing story of weapons \ n Prince Ricard of \ n rapier, which was decorated with ornate famous prince Ricard of immortality is his fate that was born to one in is the royal family of Kish Ryuritan the last was in the mischief exile the country becomes immortal, it ends with a journey to the north",Thrusting Sword,刺剣,Thorn sword
700000,Weapon,Axe,,Hand Axe,ハンドアクス,Hand Ax,"Weapon type: Axe Attack type: Regular\nSmall hand axe. Appears identical to a lumberjack's tool, but has an ideal weight and strength, and is easy to handle. One wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully.",武器種別：斧 攻撃属性：標準\n小型の手斧 見た目は木こりの道具そのものだが 適度な重量、威力で使いやすい武器\n空振りは大きな隙になるため しっかりと間合いをとる必要がある,"Weapon Type: ax attack attribute: hatchet look of the standard \ n compact but a tool itself moderate weight of the woodcutter, easy-to-use weapon \ n misses in power, it is necessary to take a firmly Maai to become a big gap",Axe,斧,ax
701000,Weapon,Axe,,Battle Axe,バトルアクス,Battle Axe,"Weapon type: Axe Attack type: Regular\nStandard battle axe. Inflicts regular damage, making it effective in various situations. Powerful attack due to its weight, but one wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully.",武器種別：斧 攻撃属性：標準\nスタンダードな戦斧 攻撃属性標準はクセがなく汎用性が高い\n重さを活かした攻撃は高い威力があるが 空振りは大きな隙になるため しっかりと間合いをとる必要がある,Weapon Type: ax attack attribute: the standard \ n standard Battle Ax attack attribute standard is firmly because it attacks there is a high power by taking advantage of the high \ n Weight versatility without the habit misses is a big gap Maai there is a need to take,Axe,斧,ax
702000,Weapon,Axe,,Crescent Axe,三日月斧,Crescent ax,Weapon type: Axe Attack type: Regular\nWell-used old bronze battle axe with a long hilt and a crescent-shaped blade.\nOne of the blessed weapons of the Way of White. The Crescent Axe is bequeathed to cleric warriors who have proven their faith.,武器種別：斧 攻撃属性：標準\n長い柄と三日月状の刃を持つ 使い込まれた古い銅製の戦斧\n白教に伝わる祝福された武器の１つであり 特に認められた聖職の戦士に与えられる,Weapon Type: ax attack attribute: the standard \ n long handle and one in is priesthood of warriors in particular were found of blessed weapon transmitted to the old copper battle ax \ n white church that has been well-thumbed with a crescent-shaped blade Given,Axe,斧,ax
703000,Weapon,Axe,,Butcher Knife,肉断ち包丁,Meat cut off knife,Weapon type: Axe Attack type: Regular\nGiant butcher knife wielded by the Undead man-eating cook lurking in the Depths. More a tool for subduing and preparing live catches than an actual weapon. Those who have faced this deadly blade have a deeper sense of how helpless prey must feel.,武器種別：斧 攻撃属性：標準\n最下層に住む不死の人食い女の使う 巨大な肉断ち包丁\n武器というより、獲物を狩り解体する道具であり 本能のまま無造作にそれを振るう様は 人に忘れていた被食者の恐怖を思い起こさせる,"Weapon Type: ax attack attribute: rather than a huge meat cut off knives \ n weapon use of man-eating woman of that standard \ n immortal living in the lowest layer, is a tool to hunt dismantling the prey instinct remains casually As wield it reminiscent of the horrors of prey which you have forgotten to people",Axe,斧,ax
704000,Weapon,Axe,,Golem Axe,ゴーレムアクス,Golem Ax,"Weapon type: Axe Attack type: Regular\nAn axe born from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo. Its powerful one-handed attack imitates the golem's blade of wind, but the heavy iron blade makes it quite unwieldy.",武器種別：斧 攻撃属性：標準\nセンの古城の守護者として アノール・ロンドを目指す英雄達を屠ってきた アイアンゴーレムのソウルから生まれた斧\n片手の大攻撃で、ゴーレムの風の刃を放つが 鉄の刃は重く、扱いは困難,"Weapon Type: ax attack attribute: with an ax \ n one hand of large attack was born from the soul of the standard \ n Sen of the old castle of the Iron Golem, which has slaughtered the heroes that aims to anole Ronde as guardian, the blade of a wind of Golem blade of the release, but iron is heavy, handling is difficult",Axe,斧,ax
705000,Weapon,Axe,,Gargoyle Tail Axe,ガーゴイルの尾斧,Ohno of the Gargoyle,"Weapon type: Axe Attack type: Regular\nSliced tail of the gargoyle guarding the Bell of Awakening in the Undead Church or patrolling in Anor Londo.\nCan be used as a bronze battle axe. Bends dramatically during large attacks, owing to its nature as a tail.",武器種別：斧 攻撃属性：標準\n不死教会の鐘楼で目覚ましの鐘を守っていた ガーゴイルの尾を切り落としたもの\n青銅の戦斧として使用することができ 元々の尾の特性によるものか 大攻撃時に柄がムチのように大きくしなる,Weapon Type: ax attack attributes: large or not by the standard \ n original tail of the characteristics can be used as a battle ax \ n bronze that cut off the tail of a gargoyle that had kept the alarm bell in the bell tower of the immortal church It bends larger pattern is like a whip at the time of the attack,Axe,斧,ax
750000,Weapon,Greataxe,,Greataxe,グレートアクス,Great Ax,"Weapon type: Greataxe Attack type: Regular\nThis greataxe is a veritable mass of iron. Its weight sends foes flying, but makes it difficult to handle without inhuman strength.\nAny miss makes one very vulnerable, as each swing requires the full force of the body.\n",武器種別：大斧 攻撃属性：標準\n鉄塊のような大斧 尋常な筋力では使用できないほどに重く 重さを活かした攻撃は、敵を吹き飛ばす\n全身の力をのせて振り抜くため 空振りのリスクもまた大きくなっている,"Weapon Type: Daiono attack attributes: attack by taking advantage of the heavy weight that it can not be used in Daiono extraordinary muscle strength, such as the standard \ n iron mass, misses for Swings put the power of \ n systemic blow away the enemy It has also become also large risk",Greataxe,大斧,Daiono
751000,Weapon,Greataxe,,Demon's Greataxe,デーモンの大斧,Daiono of daemon,"Weapon type: Greataxe Attack type: Regular\nCarved from the bones of fellow demons. Wielded by the lesser Taurus demons.\nThis axe is imbued with no special power, but can merrily beat foes to a pulp, providing you have the strength to wield it.",武器種別：大斧 攻撃属性：標準\n同族の骨を削り出したデーモンの武器 牛頭のレッサーデーモンが使用していた\n特別な魔力は帯びていないが この重さを振るう筋力があれば 豪快に敵を叩き潰すには最適な武器のひとつ,Weapon Type: Daiono attack attribute: The standard \ n Lesser daemon weapons Gozu of daemon carved bone of cognate is not tinged \ n special magic that has been used exciting if there is a strength to wield this weight one of the best weapons to crush the enemy to,Greataxe,大斧,Daiono
752000,Weapon,Greataxe,,Dragon King Greataxe,竜王の大斧,Large ax of the Dragon King,"Weapon type: Greataxe Attack type: Regular\nThis axe, one of the rare dragon weapons, is formed by the tail of the Gaping Dragon, a distant, deformed descendant of the everlasting dragons. The axe is imbued with a mystical power, to be released when held with both hands.",武器種別：大斧 攻撃属性：標準\n異形となった朽ちぬ古竜の子孫 貪食ドラゴンの尾から生まれた武器 希少なドラゴンウェポンの１つ\n強い神秘の力を帯びており 両手使いでその力が解放される,"Weapon Type: Daiono attack attribute: that with both hands Tsukai has been charged with one \ n strong mystery of the power of birth weapon rare dragon Weapon from the tail of the old dragon of descendants phagocytosis dragon, not decayed, which became the standard \ n variant the force is released",Greataxe,大斧,Daiono
753000,Weapon,Greataxe,,Black Knight Greataxe,黒騎士の大斧,Large ax of the Black Knight,Weapon type: Greataxe Attack type: Regular\nGreataxe of the black knights who wander Lordran. Used to face chaos demons.\nThe large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.,武器種別：大斧 攻撃属性：標準\nロードランをさまよう黒の騎士たちの大斧 混沌のデーモンと対峙するための武器\n大きな動きから体重をのせた攻撃は かつての彼らの敵の強大さからくるものだ,"Weapon Type: Daiono attack attribute: from standard \ n Rodoran mighty of the past, attacks that put the body weight from the weapon \ n big move to confront the demon of large ax chaos of black knight who wander of their enemies I come thing",Greataxe,大斧,Daiono
800000,Weapon,Hammer,,Club,クラブ,club,"Weapon type: Hammer Attack type: Strike\nA simple wooden club. This simple bladeless strike weapon is effective against most foes, is easily handled, and can break the guard of a shield. However, a single miss makes one wide open, so timing and proximities are crucial.",武器種別：槌 攻撃属性：打撃\n粗末な木の棍棒\n刃によらない単純な打撃武器は 苦手が少なく、盾受けを崩すこともできる また、空振りは大きな隙になるため しっかりと間合いをとる必要がある,"Weapon Type: mallet attack attribute: blow \ n poor simple blow weapon that does not depend on the club \ n blade of the tree is less weak, and it is also possible to break the shield received, the firmly Maai for misses is a big gap there is a need to take",Hammer,槌,Mallet
801000,Weapon,Hammer,,Mace,メイス,Mace,"Weapon type: Hammer Attack type: Strike\nIron hammer with a protrusive pommel. Standard weapon for clerics. This simple bladeless strike weapon is effective against most foes, and can break the guard of a shield. However, one miss leaves one wide open.\n\n\n\n",武器種別：槌 攻撃属性：打撃\n柄頭に突起のついた鉄の槌 聖職者の標準的な武器として知られる\n刃によらない単純な打撃武器は 苦手が少なく、盾受けを崩すこともできる 空振りは大きな隙になるので注意が必要,"Weapon Type: mallet attack attribute: blow \ n pommel simple blow weapon that does not depend on \ n blade, which is known as the standard weapon of the mallet clergy of iron with a projection to the less poor, it is also possible to break the shield received can swing away the need to be careful because a big gap",Hammer,槌,Mallet
802000,Weapon,Hammer,,Morning Star,モーニングスター,Morning star,"Weapon type: Hammer Attack type: Thrust\nHammer with a sharp spike on its pommel. One of the more barbaric cleric weapons.\nUniquely, this hammer inflicts thrust damage, and causes bleeding.",武器種別：槌 攻撃属性：打撃\n柄頭に鋭いトゲのついた槌 聖職者の武器の中でも残酷なイメージが強い\nその鋭いトゲの効果により 打撃属性でありながら出血効果がある,Weapon Type: mallet attack attribute: there is a bleeding effect while a blow attribute by hitting \ n pommel to the sharp cruel among the weapons of thorns marked with mallet clergy strong image \ n the sharp thorns of the effect,Hammer,槌,Mallet
803000,Weapon,Hammer,,Warpick,ウォーピック,War Pick,"Weapon type: Hammer Attack type: Thrust\nHammer with a large beak-shaped pommel. Originally a pickaxe; redesigned for battle.\nThis simple but deadly weapon hits heavily with thrust damage, such that it easily cracks metal armor.\n",武器種別：槌 攻撃属性：刺突\n柄頭に硬く大きい嘴状の突起をもつ槌 戦闘用に調整されたつるはし\n単純だが恐ろしい武器であり 重い刺突攻撃は金属鎧をも簡単に貫く,"Weapon Type: mallet attack attribute: piercing \ n pommel to hard it has been pickaxe \ n simple adjustment for mallet battle with a large beak-like projections, but is a terrible weapon heavy thorn collision attacks penetrate also easily metal armor",Hammer,槌,Mallet
804000,Weapon,Hammer,,Pickaxe,つるはし,Mandril,"Weapon type: Hammer Attack type: Thrust\nTraditionally a mining tool, but the hard cone on the pommel is effective in battle.\nA downward swing of the Pickaxe can crush stone; a human head would be an afterthought.\n\n\n\n\n\n",武器種別：槌 攻撃属性：刺突\n鉱夫が土を掘り返す道具だが 硬い嘴は戦闘でも有効となる\n大岩をも削る渾身の振り下ろしは 人間の頭など簡単に砕いてしまうだろう,"Weapon Type: mallet attack attribute: piercing \ n tool it is hard beak that miners digging the soil down the whole body of pretending to shave even the \ n Oiwa also be effective in the battle will become crushed easily, such as a human head",Hammer,槌,Mallet
809000,Weapon,Hammer,,Reinforced Club,強化クラブ,Strengthening Club,"Weapon type: Hammer Attack type: Strike\nA club with leather nailed to the pommel. The burg Undead merchant proudly peddles this club, but its reinforcement is shoddy. Indeed, its attack is stronger, but the club is no longer dependably sturdy.\n",武器種別：槌 攻撃属性：打撃\n柄頭に革を巻き釘を打った棍棒 城下不死商人の目玉商品だが、その強化は杜撰\n確かに攻撃力が上がったが 同時に壊れやすくなってしまった,"Weapon Type: mallet attack attribute: but it featured product of the striking \ n club castle immortality merchant hit the nail up the leather pommel, but the strengthening rose is sloppy \ n certainly attack force has become more fragile at the same time",Hammer,槌,Mallet
810000,Weapon,Hammer,,Blacksmith Hammer,鍛冶屋の金槌,Blacksmith hammer,"Weapon type: Hammer Attack type: Strike\nMetal hammer of Andre of Astora, blacksmith at the Old Church.\nCan be used as a strike weapon, but better left in the hands of its talented owner.",武器種別：槌 攻撃属性：打撃\n古い教会で武器を鍛える鍛冶屋 アストラのアンドレイの金槌\n打撃武器として使用することもできるが その価値はアンドレイの手にあってこそだ,"Weapon Type: mallet attack attributes: its value, but can also be used in blow \ n old church as a hammer \ n strike weapon of the blacksmith Astra train the weapon Andrei's what is there to Andrei of hand",Hammer,槌,Mallet
811000,Weapon,Hammer,,Blacksmith Giant Hammer,巨人鍛冶の木槌,Mallet of giant blacksmith,"Weapon type: Hammer Attack type: Strike\nWooden hammer of the giant blacksmith in Anor Londo who handles lightning weapons.\nThe giant blacksmith forges with this wooden hammer, as it would be hazardous to handle lightning weapons with metals.",武器種別：槌 攻撃属性：打撃\nアノール・ロンドで雷の武器を鍛える 巨人鍛冶の巨大な木槌\n雷の武器を作るとき金属は厳禁であるため 巨人鍛治はずっと木の槌を使っている,Weapon Type: mallet attack attributes: Use a much mallet wood Kaji giant because the metal is strictly prohibited when you make a weapon of blow \ n anole Ronde train the weapon of thunder in the giant blacksmith huge mallet \ n thunder are,Hammer,槌,Mallet
812000,Weapon,Hammer,,Hammer of Vamos,バモスのハンマー,Hammer of Vamos,"Weapon type: Hammer Attack type: Strike\nMetal hammer of Vamos, a skeleton blacksmith deep within the Catacombs who rarely speaks.\nCan be used as a strike weapon, but better left in the hands of its talented owner.\n",武器種別：槌 攻撃属性：打撃\n地下墓地の底で黙々と炎の武器を鍛える 骸骨鍛治バモスの金槌\n打撃武器として使用することもできるが その価値はバモスの手にあってこそだ,"Weapon Type: mallet attack attributes: its value, but can also be used as a hammer \ n strike weapon of the strike \ n train silently flame weapon at the bottom of the underground cemetery skeleton Kaji Vamos's what is there in the hands of the Vamos",Hammer,槌,Mallet
850000,Weapon,Great Hammer,,Great Club,グレートクラブ,Great Club,"Weapon type: Great Hammer Attack type: Strike\nGiant tree branch serves as a wooden club. Smashes enemies from upside the head.\nThe leaping attack is a trademark of clubs, and this giant club is no exception.\n\n",武器種別：大槌 攻撃属性：打撃\n巨大な木の棍棒 硬く重い大樹の枝をそのまま振り回し 敵を上から叩き潰す\n棍棒ならではの飛び込み攻撃は この巨大な棍棒でも健在である,Weapon Type: Otsuchi attack attribute: blow \ n crush from the top as it is wielding enemy branches of the club hard and heavy Taiki giant tree \ n club unique dive attack is alive and well in this huge club,Great Hammer,大槌,Otsuchi
851000,Weapon,Great Hammer,,Grant,グラント,Grant,"Weapon type: Great Hammer Attack type: Strike\nA legendary weapon of the Way of White, granted to an Undead paladin long ago.\nThis mass of iron can only be lifted by those with inhuman strength, but it is blessed, and very effective against agents of Dark.",武器種別：大槌 攻撃属性：打撃\nはるか昔、不死となった聖騎士に託されたという 白教の伝説の宝具の１つ\n尋常の人ならば持ち上げることもできぬ鉄塊であり 予め祝福され、また特に闇の者を屠る力を持つ,"Weapon Type: Otsuchi attack attribute: blow \ n long ago, there is one \ n unexpected can also be lifted if vulgaris of people iron mass of treasure tool of the white Christian of the legend that has been entrusted to the Holy Knight became immortal been previously blessed, also has the power, in particular slaughter a person of darkness",Great Hammer,大槌,Otsuchi
852000,Weapon,Great Hammer,,Demon's Great Hammer,デーモンの大槌,Daemon Otsuchi,"Weapon type: Great Hammer Attack type: Strike\nDemon weapon built from the stone archtrees. Used by lesser demons at North Undead Asylum.\nThis hammer is imbued with no special power, but can merrily beat foes to a pulp, providing you have the strength to wield it.",武器種別：大槌 攻撃属性：打撃\n岩の大樹を加工したデーモンの武器 北の不死院のレッサーデーモンが使用していた\n特別な魔力は帯びていないが この重さを振るう筋力があれば 豪快に敵を叩き潰すには最適な武器のひとつ,Weapon Type: Otsuchi attack attribute: The Lesser daemon blow \ n immortality Institute of weapons north of the daemon that was processed Daiki of rock is not charged with the \ n special magic that has been used if there is a strength to wield this weight one of the best weapons to crush exciting to hit the enemy,Great Hammer,大槌,Otsuchi
854000,Weapon,Great Hammer,,Dragon Tooth,大竜牙,Dairyu Fang,"Weapon type: Great Hammer Attack type: Strike\nCreated from an everlasting dragon tooth. Legendary great hammer of Havel the Rock.\nThe dragon tooth will never break as it is harder than stone, and it grants its wielder resistance to magic and flame.\n",武器種別：大槌 攻撃属性：打撃\n朽ちぬ古竜の牙をそのまま武器にしたという 「岩のような」ハベルの伝説の大槌\nその牙は岩よりも硬く、決して折れず また使用者に魔法と炎に耐える力を与える,"Weapon Type: Otsuchi attack attribute: the tusks of blow \ n decayed unexpected old dragon as it is ""like a rock"" that was a weapon Otsuchi \ n the tusks of legend of Havel is harder than rock, never broken without addition to the user give the power to withstand the magic and flames",Great Hammer,大槌,Otsuchi
855000,Weapon,Great Hammer,,Large Club,ラージクラブ,Large Club,"Weapon type: Great Hammer Attack type: Strike\nLarge wooden club.\nThe giant Undead of Blighttown wield these clubs, which became poisonous from the influence of their surroundings.",武器種別：大槌 攻撃属性：打撃\n大きな木の棍棒\n病み村の大不死人が使っていたもので かの地に長くあったからか、毒の効果がある,"Weapon Type: Otsuchi attack attribute: blow \ n or because there was long in Kano ground in what a big club \ n sick large immortal people of the village of wood had been used, there is an effect of the poison",Great Hammer,大槌,Otsuchi
856000,Weapon,Great Hammer,,Smough's Hammer,スモウハンマー,Sumo hammer,"Weapon type: Great Hammer Attack type: Strike\nGreat hammer from the soul of executioner Smough, who guards the cathedral in the forsaken city of Anor Londo. Smough loved his work, and ground the bones of his victims into his own feed, ruining his hopes of being ranked with the Four Knights.\n\n",武器種別：大槌 攻撃属性：打撃\n棄てられたアノール・ロンドで聖堂を守る 「処刑者」スモウのソウルから生まれた大槌\nスモウは、処刑に愉悦し、犠牲者の骨肉をすり潰し もって自分の精にしていたといい、その酷薄さから 遂に四騎士の列に序されることはなかった,"Weapon Type: Otsuchi attack attributes: protect the blow \ n Cathedral in anole Ronde, which is discarded Otsuchi \ n sumo was born from Seoul of ""executions's"" sumo is to Yuetsu in executions, their have ground the flesh and bones of victims nice to have been in fine, it did not have to be mechanisms in the column of the last four horsemen from the cruelty of",Great Hammer,大槌,Otsuchi
900000,Weapon,Bare fists,,Fists,拳,fist,Bare fists,素拳,Motoken,Bare fists,素拳,Motoken
901000,Weapon,Gauntlet,,Caestus,セスタス,Cestus,"Weapon type: Fists Attack type: Strike\nThe weapon augments one's bare hands with thick, studded leather.\nThe Caestus has a short reach, but quick cool down. Amount of damage inflicted is dependent on its wearer's strength.\n",武器種別：拳 攻撃属性：打撃\n厚手の革に鉄の鋲を埋め込んだ 拳を強化する武器\nリーチは短いが、回転がはやく 攻撃力は己の筋力に依存する,"Weapon Type: fist attack attribute: The weapon \ n reach to strengthen the fist embedded with a blow \ n tacks of thick iron in leather short, rotation is faster attack force is dependent on his own strength",Gauntlet,拳,fist
902000,Weapon,Gauntlet,,Claw,かぎ爪,Claws,"Weapon type: Fists Attack type: Slash\nA weapon formed by three sharp claws.\nAttacks cause bleeding, and the wounds inflicted are not easily mended. Preferred weapon of the spooks of an Eastern land.",武器種別：拳 攻撃属性：斬撃\n三本の鋭い刃の爪がついた武器\nその攻撃は出血を伴い、傷はなかなか縫合できず 東の地の隠密が好んで用いるという,"Weapon Type: fist attack attribute: slashing \ n three sharp blade of the weapon nails with the \ n the attack is accompanied by bleeding, that the wounds are used prefer the stealth of the east of the land can not be easily sutured",Gauntlet,拳,fist
903000,Weapon,Gauntlet,,Dragon Bone Fist,竜骨の拳,Fist of the keel,"Weapon type: Fists Attack type: Strike\nA weapon from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo. The Gods fused the power of the soul with the great bones of the dragons, forming an appropriate core for the giant golem.\n",武器種別：拳 攻撃属性：打撃\nセンの古城の守護者として アノール・ロンドを目指す英雄達を屠ってきた アイアンゴーレムのソウルから生まれた武器\n神々は、古竜の大骨にソウルの魔力を融合し もって強大なゴーレムの核としていたのだろう,"Weapon Type: fist attack attribute: blow \ n Sen of the old castle of weapons \ n God was born from the soul of the Iron Golem, which has slaughtered the heroes that aims to anole Ronde as guardian of people are, Seoul magic in large bone of the old dragon probably have been the core of the mighty Golem have fused the",Gauntlet,拳,fist
904000,Weapon,Gauntlet,,Dark Hand,ダークハンド,Dark Hand,"Weapon type: Fists Attack type: Strike\nThe Darkwraiths, incited by Kaathe, use the power of the dark soul to absorb humanity, an art shared by this weapon, which also acts as a special shield. The ancients, particularly, could sap the humanity of even a replete saint in the blink of an eye.",武器種別：拳 攻撃属性：打撃\nカアスに唆された、ダークレイスたちの業 闇のソウルにより人間性を奪う吸精の業をなし また特殊な盾ともなる\n偉大なる古の者ともなれば、人間性溢れる聖人とて 一度にすべてを奪い取ることができるだろう,"Weapon Type: fist attack attribute: blow \ was instigation of n Kaasu, if also without the work of 吸精 to take the human nature also those of \ n great old also made a special shield by Seoul dark Reis our work darkness , and a saint full of humanity will be able to wrest them all at once",Gauntlet,拳,fist
1000000,Weapon,Spear,,Spear,スピア,Spear,"Weapon type: Spear Attack type: Thrust\nStandard spear used commonly by soldiers. Long reach, and can be used with shield up. Effective against hard exteriors, and can hit for high damage at the right moment of an enemy's swing. But the hit radius is small, and it is easily blocked by shields.",武器種別：槍 攻撃属性：刺突\nひろく兵士に使われるスタンダードな槍 リーチが長く、盾を構えたまま使用できる\n刃で敵を刺し貫く刺突攻撃は、硬い敵にも有効で 振り終わりの隙をついて大ダメージを与えられるが 攻撃範囲が狭く、また盾受けに対処しにくい,"Weapon Type: Spear attack attribute: piercing \ n wide standard spears reach that are used to soldiers long, piercing attacks that pierce the enemy with \ n blade that can be used while holding a shield, also effective in hard enemy pretend given the large damage with a chance at the end but narrow attack range, also difficult to deal with the receiving shield",Spear,槍,spear
1001000,Weapon,Spear,,Winged Spear,ウィングドスピア,Winged Spear,"Weapon type: Spear Attack type: Thrust\nA long-hilted spear with a barbed point. Long reach, and can be used with shield up. Effective against hard exteriors, and hits for high damage at the right moment of an enemy's swing. But the hit radius is small, and it is easily blocked by shields.\n\n\n",武器種別：槍 攻撃属性：刺突\n穂先に「かえし」の付いた長柄の槍 特にリーチが長く、盾を構えたまま使用できる\n刃で敵を刺し貫く刺突攻撃は、硬い敵にも有効で 振り終わりの隙をついて大ダメージを与えられるが 攻撃範囲が狭く、また盾受けに対処しにくい,"Weapon Type: Spear attack attribute: piercing \ n tip to ""barb"" marked with Nagara of the spear in particular reach is long, piercing attacks that pierce the enemy with \ n blade that can be used while holding a shield, a hard enemy large damage narrow given but attack range even with the chance of ending pretend valid, also difficult to deal with the receiving shield",Spear,槍,spear
1002000,Weapon,Spear,,Partizan,パルチザン,Partisan,"Weapon type: Spear Attack type: Regular/Thrust\nSpear with blade attached to broad point. Boasts long reach, and can slice.\nThe wide range of this spear makes it adaptable to many situations. Its strength lies in its length, but in cramped quarters, this backfires, and slices ricochet off walls.\n\n\n",武器種別：槍 攻撃属性：標準/刺突\n幅広の穂先に刃を有する槍 リーチが長く、斬りつけて使用することもできる\n攻撃の幅がひろく状況対応能力が高いが 槍としては有効なその長さから 狭所での斬りつけは壁にはじかれやすい,"Weapon Type: Spear attack attribute: Standard / piercing \ n wide long spear reach with a blade to the tip, effective as the width of the sword put in can also be used \ n attack is widely situation response capability is high spear Do the sword put in a narrow place from the length is easily repelled on the wall",Spear,槍,spear
1003000,Weapon,Spear,,Demon's Spear,デーモンの槍,Spear of the daemon,"Weapon type: Spear Attack type: Thrust\nCarved from the bones of fellow demons. Wielded by the slim lesser Batwing demons.\nThe weapon of these chaos demons wandering Anor Londo are different from those of other chaos demons, and are imbued with lightning.",武器種別：槍 攻撃属性：刺突\n同族の骨を削り出したデーモンの武器 痩せた蝙蝠羽のレッサーデーモンが使用していた\n混沌のデーモンでありながら アノール・ロンドに住まう彼らの武器は 他のデーモンの武器と違い、雷の力を帯びている,"Weapon Type: Spear attack attribute: piercing \ n with bat wings of Lesser daemon lean weapons daemon carved bone cognate is a daemon \ n chaos that has been used Living in the anole Ronde their weapons Unlike weapons of other daemons, they are charged with the power of thunder",Spear,槍,spear
1004000,Weapon,Spear,,Channeler's Trident,伝道者の三又槍,Three-pronged spear of evangelist,"Weapon type: Spear Attack type: Thrust\nTrident of the Six-eyed Channelers, sorcerers who serve Seath the Scaleless in collecting human specimens. Thrusted in circular motions in a unique martial arts dance that stirs nearby allies into a bloodthirsty frenzy.",武器種別：槍 攻撃属性：刺突\n白竜シースに仕える人さらいの魔術師たち 六目の伝道者の三又槍\n穂先を回転するように敵を突き また独特の舞いを舞うことで 周囲の味方を狂気によって鼓舞する,"Weapon Type: Spear attack attribute: piercing \ n Hakuryu around by against the enemy also dances a unique dance so as to rotate the three-pronged spear \ n tip of sorcerers six eyes of the evangelist of the kidnapping, which serve to sheath inspiring ally by madness",Spear,槍,spear
1006000,Weapon,Spear,,Silver Knight Spear,銀騎士の槍,Spear of silver knight,"Weapon type: Spear Attack type: Regular/Thrust\nThe silver knights of Anor Londo guard the city using this beautifully slender weapon.\nThe spear can be wielded by both hands in a focused thrust that uses one's body weight, or swung in a large sweeping motion.\n",武器種別：槍 攻撃属性：標準/刺突\nアノール・ロンドを守る銀の騎士たちの槍 細く流麗な近衛の武器\n狙いを定め、体重をのせた両手突きのほか 大きく薙ぎ払うような使い方もできる,"Weapon Type: Spear attack attribute: Standard / piercing \ n defines a weapon \ n aim of the spear thin elegant Konoe of silver of knights to protect the anole Ronde, also other large Nagiharau use, such as the hands thrust carrying the body weight it can",Spear,槍,spear
1050000,Weapon,Spear,,Pike,パイク,Pike,"Weapon type: Long Spear Attack type: Thrust\nLong spear with a very long red hilt. Traditionally used by groups of soldiers. Specially designed for distance thrusting. Has the longest range of the non-projectile weapons, but its very length makes it somewhat difficult to handle.\n",武器種別：長槍 攻撃属性：刺突\nきわめて長い赤柄を持つ長槍 元来は兵士の集団戦術で使用される 遠間から突く、ということに特化した武器\n射撃武器を除いて最も長い間合いを持つが その長さが扱いづらい局面もあるだろう,"Weapon Type: long spear attack attribute: piercing \ n Nagayari originally with a very long red pattern poke from between the far-to be used in soldiers of group tactics, the longest with the exception of the weapons \ n ranged weapons that specialize in that but with a Maai there will be to handle difficult aspect its length",Spear,槍,spear
