Name	Type	Connection	Named Entity	Entity Type
Pyromancy Flame	Weapon	connected to	Equip	ORG
Pyromancy Flame	Weapon	connected to	Attune	PERSON
Pyromancy Flame	Weapon	connected to	pyromancies	GPE
Pyromancy Flame	Weapon	connected to	Pyromancy Flame Attack	PERSON
Pyromancy Flame	Weapon	connected to	Quelana	PERSON
Pyromancy Flame	Weapon	connected to	Izalith	PERSON
Talisman	Weapon	connected to	believers.\nEquip talisman	ORG
Talisman	Weapon	connected to	Attune	PERSON
Canvas Talisman	Weapon	connected to	Talisman	PRODUCT
Canvas Talisman	Weapon	connected to	Attune	PERSON
Thorolund Talisman	Weapon	connected to	Thorolund	PERSON
Ivory Talisman	Weapon	connected to	Ivory Talismans	NORP
Sunlight Talisman	Weapon	connected to	Solaire	LOC
Sunlight Talisman	Weapon	connected to	Astora	GPE
Sunlight Talisman	Weapon	connected to	Solaire	PERSON
Sunlight Talisman	Weapon	connected to	Solaire	ORG
Darkmoon Talisman	Weapon	connected to	Darkmoon Blade	ORG
Velka's Talisman	Weapon	connected to	Velka	ORG
Skull Lantern	Weapon	connected to	Catacombs	PRODUCT
Skull Lantern	Weapon	connected to	Droops	PERSON
Skull Lantern	Weapon	connected to	Giants	ORG
Skull Lantern	Weapon	connected to	Nito	ORG
Target Shield	Weapon	connected to	Four	CARDINAL
Buckler	Weapon	connected to	Parry	PERSON
Cracked Round Shield	Weapon	connected to	Strike\nRound	CARDINAL
Leather Shield	Weapon	connected to	Strike\nRound	CARDINAL
Caduceus Round Shield	Weapon	connected to	Strike\nRound	CARDINAL
Caduceus Round Shield	Weapon	connected to	Caduceus	GPE
Crystal Ring Shield	Weapon	connected to	Strike\nWeapon	PERSON
Crystal Ring Shield	Weapon	connected to	the Darkroot Garden	FAC
Crystal Ring Shield	Weapon	connected to	Imbued	PERSON
Crystal Ring Shield	Weapon	connected to	Seath the Scaleless	ORG
Heater Shield	Weapon	connected to	100%	PERCENT
Balder Shield	Weapon	connected to	Strike\nShield	PERSON
Balder Shield	Weapon	connected to	Balder	PERSON
Balder Shield	Weapon	connected to	Balder	PERSON
Balder Shield	Weapon	connected to	Knight King Rendal	ORG
Crest Shield	Weapon	connected to	Strike\nShield	PERSON
Dragon Crest Shield	Weapon	connected to	Strike\nShield	PERSON
Warrior's Round Shield	Weapon	connected to	Strike\nRound	CARDINAL
Iron Round Shield	Weapon	connected to	Strike\nThick	CARDINAL
Iron Round Shield	Weapon	connected to	East	LOC
Iron Round Shield	Weapon	connected to	Deflects	PERSON
Spider Shield	Weapon	connected to	Strike\nShield	PERSON
Spiked Shield	Weapon	connected to	Strike\nShield	PERSON
Spiked Shield	Weapon	connected to	Darkwraith Kirk	PERSON
Spiked Shield	Weapon	connected to	Knight	PERSON
Crystal Shield	Weapon	connected to	repaired.\n	ORG
Sunlight Shield	Weapon	connected to	Strike\nShield	PERSON
Sunlight Shield	Weapon	connected to	Solaire	PERSON
Sunlight Shield	Weapon	connected to	Solaire	ORG
Silver Knight Shield	Weapon	connected to	Strike\nShield	PERSON
Silver Knight Shield	Weapon	connected to	the Silver Knights of Anor Londo	ORG
Silver Knight Shield	Weapon	connected to	The Silver Knights	ORG
Silver Knight Shield	Weapon	connected to	Anor Londo	GPE
Black Knight Shield	Weapon	connected to	Strike\nShield	PERSON
Black Knight Shield	Weapon	connected to	the Black Knights	ORG
Black Knight Shield	Weapon	connected to	Lordan	PERSON
Pierce Shield	Weapon	connected to	Catarina	PERSON
Red and White Round Shield	Weapon	connected to	Strike\nRound	CARDINAL
Caduceus Kite Shield	Weapon	connected to	Caduceus	ORG
Gargoyle's Shield	Weapon	connected to	100%.\n\n\n\n	CARDINAL
Eagle Shield	Weapon	connected to	Greatshield Attack	PERSON
Eagle Shield	Weapon	connected to	greatshield	PERSON
Eagle Shield	Weapon	connected to	handle.\nGreatshields	ORG
Tower Shield	Weapon	connected to	Greatshield Attack	PERSON
Tower Shield	Weapon	connected to	Knight Berenike	PERSON
Giant Shield	Weapon	connected to	Greatshield Attack	PERSON
Giant Shield	Weapon	connected to	Anor Londo	GPE
Giant Shield	Weapon	connected to	Marcasite	PERSON
Stone Greatshield	Weapon	connected to	Greatshield Attack	PERSON
Stone Greatshield	Weapon	connected to	Strike\nMossy	ORG
Stone Greatshield	Weapon	connected to	greatshield	PERSON
Stone Greatshield	Weapon	connected to	the Darkroot Garden	FAC
Stone Greatshield	Weapon	connected to	the Stone Knight	ORG
Stone Greatshield	Weapon	connected to	The Stone Knight	ORG
Havel's Greatshield	Weapon	connected to	Greatshield Attack	PERSON
Havel's Greatshield	Weapon	connected to	Havel the Rock	ORG
Havel's Greatshield	Weapon	connected to	greatshield	PERSON
Havel's Greatshield	Weapon	connected to	Havel	GPE
Havel's Greatshield	Weapon	connected to	the Dragon Tooth	PRODUCT
Bonewheel Shield	Weapon	connected to	Greatshield Attack	PERSON
Bonewheel Shield	Weapon	connected to	Half	CARDINAL
Bonewheel Shield	Weapon	connected to	greatshield	GPE
Greatshield of Artorias	Weapon	connected to	Greatshield Attack	PERSON
Greatshield of Artorias	Weapon	connected to	Strike\nShield	PERSON
Greatshield of Artorias	Weapon	connected to	wolf Sif	PERSON
Greatshield of Artorias	Weapon	connected to	Artorias	PERSON
Standard Arrow	Weapon	connected to	Arrow Attack	PRODUCT
Large Arrow	Weapon	connected to	Arrow Attack	PRODUCT
Feather Arrow	Weapon	connected to	Arrow Attack	PRODUCT
Fire Arrow	Weapon	connected to	Arrow Attack	PRODUCT
Poison Arrow	Weapon	connected to	Arrow Attack	PRODUCT
Poison Arrow	Weapon	connected to	Thrust\nArrow	DATE
Poison Arrow	Weapon	connected to	one	CARDINAL
Moonlight Arrow	Weapon	connected to	Arrow Attack	PRODUCT
Moonlight Arrow	Weapon	connected to	Thrust\nArrow	DATE
Moonlight Arrow	Weapon	connected to	Gwyn	PERSON
Moonlight Arrow	Weapon	connected to	Moonlight Arrows	PERSON
Wooden Arrow	Weapon	connected to	Arrow Attack	PRODUCT
Dragonslayer Arrow	Weapon	connected to	Hawkeye Gough	PERSON
Dragonslayer Arrow	Weapon	connected to	Dragonslayers	PRODUCT
Dragonslayer Arrow	Weapon	connected to	Dragonslayer Arrows	PRODUCT
Dragonslayer Arrow	Weapon	connected to	the Dragonslayer Greatbow	PERSON
Gough's Great Arrow	Weapon	connected to	Hawkeye Gough	PERSON
Gough's Great Arrow	Weapon	connected to	one	CARDINAL
Gough's Great Arrow	Weapon	connected to	Gwyn	PERSON
Gough's Great Arrow	Weapon	connected to	Four	CARDINAL
Gough's Great Arrow	Weapon	connected to	Knights	ORG
Gough's Great Arrow	Weapon	connected to	Greatbow.\nGough	PERSON
Arrow	Weapon	connected to	nan	PERSON
Standard Bolt	Weapon	connected to	Light Crossbow.\nEquip	PRODUCT
Heavy Bolt	Weapon	connected to	Crossbow.\nThese	NORP
Sniper Bolt	Weapon	connected to	the Sniper Crossbow	PRODUCT
Wood Bolt	Weapon	connected to	bolt.\nThese	NORP
Lightning Bolt	Weapon	connected to	Anor	GPE
Lightning Bolt	Weapon	connected to	warriors.\n	ORG
Bolt	Weapon	connected to	nan	PERSON
Effigy Shield	Weapon	connected to	Strike\nFrightful	CARDINAL
Effigy Shield	Weapon	connected to	lightning.\nIn	ORG
Effigy Shield	Weapon	connected to	Gravelord Nito	PERSON
Effigy Shield	Weapon	connected to	first	ORDINAL
Sanctus	Weapon	connected to	the Way of White	PRODUCT
Sanctus	Weapon	connected to	HP	ORG
Bloodshield	Weapon	connected to	Strike\nThe bloodshield	ORG
Black Iron Greatshield	Weapon	connected to	Greatshield Attack	PERSON
Black Iron Greatshield	Weapon	connected to	Knight Berenike's	PERSON
Gold Tracer	Weapon	connected to	Curved Sword Attack	WORK_OF_ART
Gold Tracer	Weapon	connected to	Blade Ciaran	PERSON
Gold Tracer	Weapon	connected to	one	CARDINAL
Gold Tracer	Weapon	connected to	Gwyn	PERSON
Gold Tracer	Weapon	connected to	Four	CARDINAL
Gold Tracer	Weapon	connected to	Knights.\nCiaran	PRODUCT
Dark Silver Tracer	Weapon	connected to	Blade Ciaran	PERSON
Dark Silver Tracer	Weapon	connected to	Gwyn	ORG
Dark Silver Tracer	Weapon	connected to	Four	CARDINAL
Dark Silver Tracer	Weapon	connected to	first	ORDINAL
Dark Silver Tracer	Weapon	connected to	the Gold Tracer	PRODUCT
Abyss Greatsword	Weapon	connected to	Gwyn	PERSON
Abyss Greatsword	Weapon	connected to	Knight Artorias	PERSON
Abyss Greatsword	Weapon	connected to	Abyss	FAC
Cleansing Greatshield	Weapon	connected to	Greatshield Attack	PERSON
Cleansing Greatshield	Weapon	connected to	Strike\nThe steel	ORG
Cleansing Greatshield	Weapon	connected to	Knight Artorias	PERSON
Cleansing Greatshield	Weapon	connected to	Abyss	PRODUCT
Cleansing Greatshield	Weapon	connected to	Artorias	PERSON
Cleansing Greatshield	Weapon	connected to	Abyss	FAC
Cleansing Greatshield	Weapon	connected to	Sif	PERSON
Stone Greataxe	Weapon	connected to	greataxe	PERSON
Four-pronged Plow	Weapon	connected to	four	CARDINAL
Manus Catalyst	Weapon	connected to	Manus	PERSON
Manus Catalyst	Weapon	connected to	Abyss	PRODUCT
Manus Catalyst	Weapon	connected to	the Tin Crystallization Catalyst	ORG
Guardian Tail	Weapon	connected to	Sanctuary	LOC
Obsidian Greatsword	Weapon	connected to	greataxe	PERSON
Obsidian Greatsword	Weapon	connected to	one	CARDINAL
Obsidian Greatsword	Weapon	connected to	one	CARDINAL
Obsidian Greatsword	Weapon	connected to	Kalameet	PERSON
Gough's Greatbow	Weapon	connected to	Greatbow Attack	PERSON
Gough's Greatbow	Weapon	connected to	Hawkeye Gough	PERSON
Gough's Greatbow	Weapon	connected to	Gwyn	PERSON
Gough's Greatbow	Weapon	connected to	Four	CARDINAL
Gough's Greatbow	Weapon	connected to	Knights	ORG
Gough's Greatbow	Weapon	connected to	Dragonslayers	PRODUCT
Gough's Greatbow	Weapon	connected to	Gough	PERSON
