ItemType	Name (EN)	Description (EN)
Weapon	Darksword	"Weapon type: Straight Sword Attack type: Regular\nThe sword of the knights of the Four Kings of New Londo. Its blade is wide and thick, and it is wielded in an unusual manner. When the Four Kings were seduced by evil, their knights became Darkwraiths, servants of the Dark who wielded these darkswords.\n"
Weapon	Drake Sword	"Weapon type: Straight Sword Attack type: Regular\nThis sword, one of the rare dragon weapons, is formed by a drake's tail. Drakes are seen as undeveloped imitators of the dragons, but in they are likely their distant kin. The sword is imbued with a mystical power, to be released when held with both hands."
Weapon	Straight Sword Hilt	"Weapon type: Straight Sword Attack type: Regular/Thrust\nThe hilt of this lost sword was found discarded in the Undead Asylum.\nOnly slightly better than one's bare hands, and not recommended for extensive use. Be certain to find a replacement quickly."
Weapon	Bastard Sword	Weapon type: Greatsword Attack type: Regular\nThis standard greatsword is normally wielded with two hands due to its great weight.\nUsually swung in large arcs and effective against multiple foes. Far from ideal when fighting in tight quarters.
Weapon	Claymore	Weapon type: Greatsword Attack type: Regular/Thrust\nThis larger type of greatsword is normally wielded with two hands due to its weight.\nThis highly flexible greatsword can be used to attack in swings or thrusts.
Weapon	Man-serpent Greatsword	Weapon type: Greatsword Attack type: Regular\nThis single-bladed blood-stained greatsword is the choice weapon of the slithering serpent men of Sen's Fortress.\nAn ordinary human will have great difficulty swinging this heavy beast effectively.
Weapon	Flamberge	Weapon type: Greatsword Attack type: Slash\nThis greatsword with an undulating blade is the choice weapon of the slithering serpent men of Sen's Fortress.\nThis weapon is designed to flay the skin and causes heavy bleeding.
Weapon	Crystal Greatsword	"Weapon type: Greatsword Attack type: Regular\nA fully crystallized straight sword. How such a weapon was created is entirely unknown. The crystallization boosts its attack, but makes the blade brittle. The sword cannot be used for long, as it cannot be repaired."
Weapon	Stone Greatsword	Weapon type: Greatsword Attack type: Regular\nThe stone knights who guard the Darkroot Garden wield this moss-covered greatsword.\nThe same magic which created the stone knights is imbued in the sword. Unleash this power by wielding the sword with two hands.
Weapon	Greatsword of Artorias	"Weapon type: Greatsword Attack type: Regular/Thrust\nSword born from the soul of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias.\nSir Artorias hunted the Darkwraiths, and his sword strikes harder against dark servants."
Weapon	Greatsword of Artorias	"Weapon type: Greatsword Attack type: Regular/Thrust\nSword born from the soul of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias.\nSir Artorias hunted the Darkwraiths, and his sword strikes harder against dark servants."
Weapon	Great Lord Greatsword	"Weapon type: Greatsword Attack type: Regular\nGreatsword born from the soul of Gwyn, Lord of Cinder. As bearer of the ultimate soul, Gwyn wielded the bolts of the sun, but before linking the fire, divided that power amongst his children, and set off with only this greatsword as his companion."
Weapon	Moonlight Greatsword	"Weapon type: Greatsword Attack type: Regular\nThis sword, one of the rare dragon weapons, came from the tail of Seath the Scaleless, the pale white dragon who betrayed his own. Seath is the grandfather of sorcery, and this sword is imbued with his magic, which shall be unleashed as a wave of moonlight."
Weapon	Black Knight Sword	Weapon type: Greatsword Attack type: Regular/Thrust\nGreatsword of the black knights who wander Lordran. Used to face chaos demons.\nThe large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.
Weapon	Greatsword of Artorias	"Weapon type: Greatsword Attack type: Regular/Thrust\nSword born from the soul of the great grey wolf Sif, guardian of the grave of the Abysswalker Knight Artorias. The sword can damage ghosts, as it was cursed when Artorias joined a covenant with the creatures of the Abyss."
Weapon	Great Lord Greatsword	"Weapon type: Greatsword Attack type: Regular\nGreatsword born from the soul of Gwyn, Lord of Cinder. As bearer of the ultimate soul, Gwyn wielded the bolts of the sun, but before linking the fire, divided that power amongst his children, and set off with only this greatsword as his companion."
Weapon	Zweihander	"Weapon type: Ultra Greatsword Attack type: Regular\nOne of the gigantic straight greatswords.\nAs the name suggests, the Zweihander is held with two hands, but its wielder must still be inhumanly strong. It is this great weight that sends foes flying when hit solidly."
Weapon	Greatsword	"Weapon type: Ultra Greatsword Attack type: Regular/Thrust\nOne of the gigantic straight greatswords.\nVery few have what it takes to wield this incredibly heavy, damage-dealing monster. A favorite of the Knights Berenike, known for their heavy armor, and Black Iron Tarkus."
Weapon	Demon Great Machete	"Weapon type: Ultra Greatsword Attack type: Regular\nThe lesser Capra demons use these greatswords in pairs. The blade is cast iron and hooked.\nThe sword is imbued with no particular magic, but for those who have the strength, its great weight will smash foes mercilessly."
Weapon	Dragon Greatsword	"Weapon type: Ultra Greatsword Attack type: Regular\nThis sword, one of the rare dragon weapons, came from the tail of the stone dragon of Ash Lake, descendant of the ancient dragons.\nIts great mystical power will be unleashed when wielded with two hands."
Weapon	Black Knight Greatsword	Weapon type: Ultra Greatsword Attack type: Regular/Thrust\nGreatsword of the black knights who wander Lordran. Used to face chaos demons.\nThe large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.\n
Weapon	Scimitar	"Weapon type: Curved Sword Attack type: Slash\nSmall curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly.\nThe scimitar's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales.\n\n"
Weapon	Falchion	"Weapon type: Curved Sword Attack type: Slash\nSmall curved sword. Each hit inflicts little damage, but fluid chain attacks are deadly.\nThe falchion's sharp slashing attacks are effective against cloth and flesh, but not against metal armor or tough scales."
Weapon	Shotel	"Weapon type: Curved Sword Attack type: Slash\nCurved sword with sharply curved blade.\nCreated by Arstor, Earl of Carim. Requires great skill to wield, but evades shield defense to sneak in damage."
Weapon	Jagged Ghost Blade	Weapon type: Curved Sword Attack type: Slash/Thrust\nJagged blade wielded by New Londo ghosts. Violent thrust attack.\nOne of the cursed weapons. Inflicts damage to ghosts.
Weapon	Painting Guardian Sword	"Weapon type: Curved Sword Attack type: Slash\nCurved sword of Anor Londo painting guards. Unique shape with flat tip. The guardians, who strike down those who dare threaten the paintings, attack in a continuous, circular dancing motion, a technique passed down through generations."
Weapon	Quelaag's Furysword	"Weapon type: Curved Sword Attack type: Slash\nA curved sword born from the soul of Quelaag, daughter of the Witch of Izalith, who was transformed into a chaos demon. Like Quelaag's body, the sword features shells, spikes, and a coating of chaos fire. Power affected by wielder's humanity.\n"
Weapon	Server	Weapon type: Curved Greatsword Attack type: Slash\nA curved greatsword used in a mysterious ancient rite.\nImbued with a frightful occult energy which restores HP with each hit.
Weapon	Murakumo	"Weapon type: Curved Greatsword Attack type: Slash\nGiant curved sword forged using special methods in an Eastern land. This unparalleled weapon cuts like a Katana but is heavier than a Nata machete. Requires extreme strength, dexterity, and stamina to wield."
Weapon	Gravelord Sword	"Weapon type: Curved Greatsword Attack type: Slash/Thrust\nSword wielded only by servants of Gravelord Nito, the first of the dead. Crafted from the bones of the fallen.\nThe miasma of death exudes from the sword, a veritable toxin to any living being."
Weapon	???	King's Greatswords
Weapon	Uchigatana	"Weapon type: Katana Attack type: Slash/Thrust\nKatana forged in an Eastern land. Known for its brisk slashing motions.\nThe Uchigatana cuts beautifully and causes bleeding, but its blade is easily nicked.\n\n\n\n\n\n"
Weapon	Washing Pole	"Weapon type: Katana Attack type: Slash/Thrust\nKatana forged in an Eastern land. Very unusual specimen with a long blade.\nThe blade is extremely long, but as a result, quite easily broken.\n\n\n\n"
Weapon	Iaito	"Weapon type: Katana Attack type: Slash\nKatana forged in an Eastern land. The Katana is drawn from the scabbard at lightning speed, using an Iaijutsu technique.\nIaijutsu allows the wielder to charge forward to swiftly cut down distant foes."
Weapon	Chaos Blade	"Weapon type: Katana Attack type: Slash\nA curved sword born from the soul of Quelaag, daughter of the Witch of Izalith, who was transformed into a chaos demon. This blade inherits only the chaotic nature of Quelaag, and has a unique speckled design. Blade wielder erodes along with opponents."
Weapon	Mail Breaker	"Weapon type: Thrusting Sword Attack type: Thrust\nStandard small thrusting sword. Unsharpened but pointed solid shaft can pierce tough armor.\nCan be thrust using the weight of one's body, and is very effective for critical attacks.\n"
Weapon	Rapier	"Weapon type: Thrusting Sword Attack type: Thrust\nStandard thrusting sword. Regular one-handed attack can be delivered with shield held up. Can parry with use of left hand.\nThrusting attacks pierce and are effective against foes with hard exteriors, but the wielder is left open to damage after a swing."
Weapon	Estoc	"Weapon type: Thrusting Sword Attack type: Regular/Thrust\nThe largest of the thrusting swords. Can pierce an armored knight in one thrust.\nThe blade is also sharp, allowing slicing as well."
Weapon	Velka's Rapier	"Weapon type: Thrusting Sword Attack type: Regular/Thrust\nA symbolic, powerful thrusting sword used by the Pardoner serving Velka, Goddess of Sin. It is no mere symbol to be sure; the Pardoner is an inhuman swordsman, and wields this enchanted blade with special sword technique."
Weapon	Ricard's Rapier	"Weapon type: Thrusting Sword Attack type: Thrust\nA rapier with intricate decorations. Chosen weapon of the infamous Undead Prince Ricard. Ricard's exploits are told in a monomyth. He was born into royalty, but wandered the lands in a fateful ill-conceived journey. He became Undead, and disappeared up North.\n"
Weapon	Hand Axe	"Weapon type: Axe Attack type: Regular\nSmall hand axe. Appears identical to a lumberjack's tool, but has an ideal weight and strength, and is easy to handle. One wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully."
Weapon	Battle Axe	"Weapon type: Axe Attack type: Regular\nStandard battle axe. Inflicts regular damage, making it effective in various situations. Powerful attack due to its weight, but one wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully."
Weapon	Crescent Axe	Weapon type: Axe Attack type: Regular\nWell-used old bronze battle axe with a long hilt and a crescent-shaped blade.\nOne of the blessed weapons of the Way of White. The Crescent Axe is bequeathed to cleric warriors who have proven their faith.
Weapon	Butcher Knife	Weapon type: Axe Attack type: Regular\nGiant butcher knife wielded by the Undead man-eating cook lurking in the Depths. More a tool for subduing and preparing live catches than an actual weapon. Those who have faced this deadly blade have a deeper sense of how helpless prey must feel.
Weapon	Golem Axe	"Weapon type: Axe Attack type: Regular\nAn axe born from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo. Its powerful one-handed attack imitates the golem's blade of wind, but the heavy iron blade makes it quite unwieldy."
Weapon	Gargoyle Tail Axe	"Weapon type: Axe Attack type: Regular\nSliced tail of the gargoyle guarding the Bell of Awakening in the Undead Church or patrolling in Anor Londo.\nCan be used as a bronze battle axe. Bends dramatically during large attacks, owing to its nature as a tail."
Weapon	Greataxe	"Weapon type: Greataxe Attack type: Regular\nThis greataxe is a veritable mass of iron. Its weight sends foes flying, but makes it difficult to handle without inhuman strength.\nAny miss makes one very vulnerable, as each swing requires the full force of the body.\n"
Weapon	Demon's Greataxe	"Weapon type: Greataxe Attack type: Regular\nCarved from the bones of fellow demons. Wielded by the lesser Taurus demons.\nThis axe is imbued with no special power, but can merrily beat foes to a pulp, providing you have the strength to wield it."
Weapon	Dragon King Greataxe	"Weapon type: Greataxe Attack type: Regular\nThis axe, one of the rare dragon weapons, is formed by the tail of the Gaping Dragon, a distant, deformed descendant of the everlasting dragons. The axe is imbued with a mystical power, to be released when held with both hands."
Weapon	Black Knight Greataxe	Weapon type: Greataxe Attack type: Regular\nGreataxe of the black knights who wander Lordran. Used to face chaos demons.\nThe large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.
Weapon	Club	"Weapon type: Hammer Attack type: Strike\nA simple wooden club. This simple bladeless strike weapon is effective against most foes, is easily handled, and can break the guard of a shield. However, a single miss makes one wide open, so timing and proximities are crucial."
Weapon	Mace	"Weapon type: Hammer Attack type: Strike\nIron hammer with a protrusive pommel. Standard weapon for clerics. This simple bladeless strike weapon is effective against most foes, and can break the guard of a shield. However, one miss leaves one wide open.\n\n\n\n"
Weapon	Morning Star	"Weapon type: Hammer Attack type: Thrust\nHammer with a sharp spike on its pommel. One of the more barbaric cleric weapons.\nUniquely, this hammer inflicts thrust damage, and causes bleeding."
Weapon	Warpick	"Weapon type: Hammer Attack type: Thrust\nHammer with a large beak-shaped pommel. Originally a pickaxe; redesigned for battle.\nThis simple but deadly weapon hits heavily with thrust damage, such that it easily cracks metal armor.\n"
Weapon	Pickaxe	"Weapon type: Hammer Attack type: Thrust\nTraditionally a mining tool, but the hard cone on the pommel is effective in battle.\nA downward swing of the Pickaxe can crush stone; a human head would be an afterthought.\n\n\n\n\n\n"
Weapon	Reinforced Club	"Weapon type: Hammer Attack type: Strike\nA club with leather nailed to the pommel. The burg Undead merchant proudly peddles this club, but its reinforcement is shoddy. Indeed, its attack is stronger, but the club is no longer dependably sturdy.\n"
Weapon	Blacksmith Hammer	"Weapon type: Hammer Attack type: Strike\nMetal hammer of Andre of Astora, blacksmith at the Old Church.\nCan be used as a strike weapon, but better left in the hands of its talented owner."
Weapon	Blacksmith Giant Hammer	"Weapon type: Hammer Attack type: Strike\nWooden hammer of the giant blacksmith in Anor Londo who handles lightning weapons.\nThe giant blacksmith forges with this wooden hammer, as it would be hazardous to handle lightning weapons with metals."
Weapon	Hammer of Vamos	"Weapon type: Hammer Attack type: Strike\nMetal hammer of Vamos, a skeleton blacksmith deep within the Catacombs who rarely speaks.\nCan be used as a strike weapon, but better left in the hands of its talented owner.\n"
Weapon	Great Club	"Weapon type: Great Hammer Attack type: Strike\nGiant tree branch serves as a wooden club. Smashes enemies from upside the head.\nThe leaping attack is a trademark of clubs, and this giant club is no exception.\n\n"
Weapon	Grant	"Weapon type: Great Hammer Attack type: Strike\nA legendary weapon of the Way of White, granted to an Undead paladin long ago.\nThis mass of iron can only be lifted by those with inhuman strength, but it is blessed, and very effective against agents of Dark."
Weapon	Demon's Great Hammer	"Weapon type: Great Hammer Attack type: Strike\nDemon weapon built from the stone archtrees. Used by lesser demons at North Undead Asylum.\nThis hammer is imbued with no special power, but can merrily beat foes to a pulp, providing you have the strength to wield it."
Weapon	Dragon Tooth	"Weapon type: Great Hammer Attack type: Strike\nCreated from an everlasting dragon tooth. Legendary great hammer of Havel the Rock.\nThe dragon tooth will never break as it is harder than stone, and it grants its wielder resistance to magic and flame.\n"
Weapon	Large Club	"Weapon type: Great Hammer Attack type: Strike\nLarge wooden club.\nThe giant Undead of Blighttown wield these clubs, which became poisonous from the influence of their surroundings."
Weapon	Smough's Hammer	"Weapon type: Great Hammer Attack type: Strike\nGreat hammer from the soul of executioner Smough, who guards the cathedral in the forsaken city of Anor Londo. Smough loved his work, and ground the bones of his victims into his own feed, ruining his hopes of being ranked with the Four Knights.\n\n"
Weapon	Fists	Bare fists
Weapon	Caestus	"Weapon type: Fists Attack type: Strike\nThe weapon augments one's bare hands with thick, studded leather.\nThe Caestus has a short reach, but quick cool down. Amount of damage inflicted is dependent on its wearer's strength.\n"
Weapon	Claw	"Weapon type: Fists Attack type: Slash\nA weapon formed by three sharp claws.\nAttacks cause bleeding, and the wounds inflicted are not easily mended. Preferred weapon of the spooks of an Eastern land."
Weapon	Dragon Bone Fist	"Weapon type: Fists Attack type: Strike\nA weapon from the soul of the Iron Golem, guardian of Sen's Fortress who repelled countless heroes who sought Anor Londo. The Gods fused the power of the soul with the great bones of the dragons, forming an appropriate core for the giant golem.\n"
Weapon	Dark Hand	"Weapon type: Fists Attack type: Strike\nThe Darkwraiths, incited by Kaathe, use the power of the dark soul to absorb humanity, an art shared by this weapon, which also acts as a special shield. The ancients, particularly, could sap the humanity of even a replete saint in the blink of an eye."
Weapon	Spear	"Weapon type: Spear Attack type: Thrust\nStandard spear used commonly by soldiers. Long reach, and can be used with shield up. Effective against hard exteriors, and can hit for high damage at the right moment of an enemy's swing. But the hit radius is small, and it is easily blocked by shields."
Weapon	Winged Spear	"Weapon type: Spear Attack type: Thrust\nA long-hilted spear with a barbed point. Long reach, and can be used with shield up. Effective against hard exteriors, and hits for high damage at the right moment of an enemy's swing. But the hit radius is small, and it is easily blocked by shields.\n\n\n"
Weapon	Partizan	"Weapon type: Spear Attack type: Regular/Thrust\nSpear with blade attached to broad point. Boasts long reach, and can slice.\nThe wide range of this spear makes it adaptable to many situations. Its strength lies in its length, but in cramped quarters, this backfires, and slices ricochet off walls.\n\n\n"
Weapon	Demon's Spear	"Weapon type: Spear Attack type: Thrust\nCarved from the bones of fellow demons. Wielded by the slim lesser Batwing demons.\nThe weapon of these chaos demons wandering Anor Londo are different from those of other chaos demons, and are imbued with lightning."
Weapon	Channeler's Trident	"Weapon type: Spear Attack type: Thrust\nTrident of the Six-eyed Channelers, sorcerers who serve Seath the Scaleless in collecting human specimens. Thrusted in circular motions in a unique martial arts dance that stirs nearby allies into a bloodthirsty frenzy."
Weapon	Silver Knight Spear	"Weapon type: Spear Attack type: Regular/Thrust\nThe silver knights of Anor Londo guard the city using this beautifully slender weapon.\nThe spear can be wielded by both hands in a focused thrust that uses one's body weight, or swung in a large sweeping motion.\n"
Weapon	Pike	"Weapon type: Long Spear Attack type: Thrust\nLong spear with a very long red hilt. Traditionally used by groups of soldiers. Specially designed for distance thrusting. Has the longest range of the non-projectile weapons, but its very length makes it somewhat difficult to handle.\n"
Weapon	Dragonslayer Spear	"Weapon type: Spear Attack type: Thrust\nCross spear born from the soul of Ornstein, a Dragonslayer guarding Anor Londo cathedral. Inflicts lightning damage; effective against dragons. Two-handed thrust relies on cross and buries spear deep within a dragon's hide, and sends human foes flying.\n"
Weapon	Moonlight Butterfly Horn	"Weapon type: Spear Attack type: Thrust\nWeapon born from the mystical creature of the Darkroot Garden, the Moonlight Butterfly.\nThe horns of the butterfly, a being created by Seath, are imbued with a pure magic power."
Weapon	Dragonslayer Spear	"Weapon type: Spear Attack type: Thrust\nCross spear born from the soul of Ornstein, a Dragonslayer guarding Anor Londo cathedral. Inflicts lightning damage; effective against dragons. Two-handed thrust relies on cross and buries spear deep within a dragon's hide, and sends human foes flying.\n"
Weapon	Halberd	"Weapon type: Halberd Attack type: Regular/Thrust\nLong-hilted weapon mixing spear and axe is difficult to handle, requiring both strength and dexterity. The Halberd has two elementary attacks: spear-like thrusting and large sweeping swings. However, one false swing and the wielder is left wide open."
Weapon	Giant's Halberd	"Weapon type: Halberd Attack type: Regular/Thrust\nLarge halberd made of old brass, used by the giant sentinels of Anor Londo.\nBrass contains traces of lightning, but as the halberd is designed for the giant sentinels, its weight is unbearable."
Weapon	Titanite Catch Pole	"Weapon type: Halberd Attack type: Regular\nWeapon of the titanite demon, a faceless stone monster born from titanite slab. One of the enchanted weapons, perhaps from residual power of the titanite slab. Known for its leaping attack which comes smashing down on foes from above."
Weapon	Gargoyle's Halberd	Weapon type: Halberd Attack type: Regular\nHalberd of the gargoyle guarding the Bell of Awakening in the Undead Church.\nPerfectly standard bronze halberd without any special power.
Weapon	Black Knight Halberd	Weapon type: Halberd Attack type: Slash\nHalberd of the black knights who wander Lordran. Used to face chaos demons.\nThe large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.
Weapon	Lucerne	"Weapon type: Halberd Attack type: Thrust\nHalberd with a large, hard beak-like protrusion. Inflicts thrust damage. Instead of thrusting like a spear, the wielder of the Lucerne aims to club the head with its hard beak.\n\n\n"
Weapon	Scythe	"Weapon type: Halberd Attack type: Slash\nHalberd with a large blade. Scythe adjusted for battle.\nDesigned especially for slicing. However, one false swing leaves one wide open.\n\n\n\n\n"
Weapon	Great Scythe	Weapon type: Halberd Attack type: Slash\nWeapon with a long curved blade. Converted from a wheat-harvesting tool.\nThe magnificent sharp curved blade instills fear in opponents. Perhaps it is their survival instinct at work.
Weapon	Lifehunt Scythe	"Weapon type: Halberd Attack type: Slash\nScythe born from the soul of Priscilla, the stark white crossbreed trapped inside the Painted World of Ariamis. Even the Gods feared Priscilla's lifehunt ability, and in the hands of a mortal, its power will turn upon its wielder.\n"
Weapon	Short Bow	Weapon type: Bow Attack type: none\nSmall bow. Standard projectile weapon. Equip arrows to use.\nHold bow and press <?platmsg@10002?> to aim. Aim for heads of humanoid foes. Press <?platmsg@10003?>/<?platmsg@10004?> to change type of arrows.
Weapon	Longbow	Weapon type: Bow Attack type: none\nLarge bow. Projectile weapon for experienced hunters. Equip arrows to use.\nHold bow and press <?platmsg@10002?> to aim. Aim for heads of humanoid foes. Press <?platmsg@10003?>/<?platmsg@10004?> to change type of arrows.
Weapon	Black Bow of Pharis	"Weapon type: Bow Attack type: none\nThe preferred black bow of the heroic archer Pharis.\nHas a longer range than standard bows, but is more difficult to use. Without proper abilities, results will be underwhelming."
Weapon	Dragonslayer Greatbow	"Weapon type: Greatbow Attack type: none\nBow of the Dragonslayers, led by Hawkeye Gough, one of Gwyn's Four Knights.\nThis bow's unusual size requires that it be anchored to the ground when fired. Only uses specialized great arrows."
Weapon	Composite Bow	"Weapon type: Bow Attack type: none\nComposite bow emphasizing power. Requires more strength than standard bows.\nHowever, its range is shorter, making it unfit for sniping."
Weapon	Darkmoon Bow	"Weapon type: Bow Attack type: none\nBow born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of Gods, Anor Londo.\nThis golden bow is imbued with powerful magic and is most impressive with Moonlight Arrows."
Weapon	Light Crossbow	"Weapon type: Crossbow Attack type: none\nStandard crossbow issued to soldiers. While bows require both hands, a crossbow is held in one, but arming each bolt takes time.\nEquip bolts to use. Press <?platmsg@10003?>/<?platmsg@10004?> to change type of bolt."
Weapon	Heavy Crossbow	"Weapon type: Crossbow Attack type: none\nPowerful large crossbow. While bows require both hands, a crossbow is held in one, but arming each bolt takes time.\nEquip bolts to use. Press <?platmsg@10003?>/<?platmsg@10004?> to change type of bolt."
Weapon	Avelyn	"Weapon type: Crossbow Attack type: none\nRepeating crossbow cherished by the weapon craftsman Eidas. Its elaborate design makes it closer to a work of art than a weapon. Intricate mechanism makes heavy damage possible through triple-shot firing of bolts, but in fact each bolt inflicts less damage.\n\n"
Weapon	Sniper Crossbow	"Weapon type: Crossbow Attack type: none\nLarge crossbow with long distance used by Carim snipers. Often used with sniper bolts.\nBut while crossbows are normally easy to use, the Sniper Crossbow requires dexterity."
Weapon	Sorcerer's Catalyst	Weapon type: Catalyst Attack type: Strike\nSorcery catalyst used by sorcerers of Vinheim Dragon School.\nEquip catalyst to use sorceries. Attune sorceries from a scroll at a bonfire. Most sorceries have limited no. of uses.
Weapon	Beatrice's Catalyst	"Weapon type: Catalyst Attack type: Strike\nCatalyst belonging to Beatrice, the rogue witch. Contrasts with Vinheim catalysts.\nThis ancient catalyst shows signs of being used for age-old sorceries. It has passed the hands of many generations to get here."
Weapon	Tin Banishment Catalyst	"Weapon type: Catalyst Attack type: Thrust\nCatalyst of the banishment sorcerers who flooded New Londo to seal off away the Darkwraiths and the Kings who fell to Dark. In contrast to other catalysts, the metal catalyst qualifies as a weapon, as it inflicts physical damage, however small."
Weapon	Logan's Catalyst	"Weapon type: Catalyst Attack type: Strike\nCatalyst of Big Hat Logan, the great sorcerer and seeker of knowledge. Originally the same catalyst employed by the Vinheim sorcerers, only terribly strengthened over time due to Logan's use. Very powerful when used by one of superior intelligence."
Weapon	Tin Darkmoon Catalyst	"Weapon type: Catalyst Attack type: Strike\nCatalyst born from the soul of the Dark Sun Gwyndolin, Darkmoon deity who watches over the abandoned city of Gods, Anor Londo. Gwyndolin is Gwyn's lastborn and a legitimate god, but he is also a Moon sorcerer, and this wand is boosted by faith, not intelligence.\n\n\n\n"
Weapon	Oolacile Ivory Catalyst	"Weapon type: Catalyst Attack type: Strike\nSorcery catalyst of lost land of Oolacile. Formed by enchanted whitebark branches.\nThe whitebark boosts sorcery adjustment, but the sorceries of this lost land are gentle and not affected by intelligence.\n\n\n\n\n\n\n"
Weapon	Tin Crystallization Ctlyst.	"Weapon type: Catalyst Attack type: Thrust\nCatalyst imbued in terrifying crystal magic. Used by Logan after his fixation on Seath.\nMakes all sorceries incredibly powerful, but demands extremely high intelligence from its wielder, and halves sorcery usages."
Weapon	Demon's Catalyst	"Weapon type: Catalyst Attack type: Thrust\nDemon catalyst formed from Izalith molten rock. Can be used as fire weapon. The Demon Firesage was the first demon, and the last master of the original fire arts, before the Witch of Izalith was engulfed by Chaos, creating pyromancy."
Weapon	Izalith Catalyst	"Weapon type: Catalyst Attack type: Strike\nCatalyst of the Witch of Izalith of long ago, when her daughters were still flame witches, before they were engulfed by the Chaos Flame. Before the birth of pyromancy, their wands were mediums for sorcery, but knowledge of this flame sorcery has long since vanished.\n\n\n"
Weapon	Pyromancy Flame	Weapon type: Pyromancy Flame Attack type: Strike\nFlame medium used by Great Swamp pyromancers. Pyromancers arouse this flame to produce various fire arts. Equip pyromancer flame to produce pyromancy. Attune pyromancies from a scroll at bonfire. Most pyromancies have limited no. of uses.\n\n
Weapon	Pyromancy Flame	"Weapon type: Pyromancy Flame Attack type: Strike\nPyromancy flame drawing upon the latent power of Quelana of Izalith, mother of pyromancy. For the pyromancer, a flame is a precious thing indeed, to be nurtured, often for an entire lifetime. When the flame is shared, it creates an eternal bond between the parties."
Weapon	Talisman	Weapon type: Talisman Attack type: Strike\nMedium for casting miracles of the Gods. Standard talisman issued to common believers.\nEquip talisman to cast miracles. Attune miracles from a scroll at a bonfire. Most miracles have limited no. of uses.
Weapon	Canvas Talisman	Weapon type: Talisman Attack type: Strike\nMedium for casting miracles of the Gods. Canvas Talisman is for clerics on pilgrimage.\nEquip talisman to cast miracles. Attune miracles from a scroll at a bonfire. Most miracles have limited no. of uses.
Weapon	Thorolund Talisman	"Weapon type: Talisman Attack type: Strike\nMedium for casting miracles of the Gods. This talisman is only granted to high- ranking Thorolund clerics. Has high miracle adjustment which, thanks to divine protection, is not dependent upon faith."
Weapon	Ivory Talisman	"Weapon type: Talisman Attack type: Strike\nMedium for casting miracles of the Gods. Ivory Talismans are granted only to female clerics, and their value is affected dramatically by their owner's faith."
Weapon	Gwynevere's Talisman	Dragon Talismans
Weapon	Sunlight Talisman	"Weapon type: Talisman Attack type: Strike\nMedium for casting miracles of the Gods. The talisman of Solaire of Astora, the Knight of Sunlight, is decorated with a holy symbol, illustrated by Solaire himself. This talisman is a projection of Solaire's upstanding, unwavering faith.\n"
Weapon	Darkmoon Talisman	"Weapon type: Talisman Attack type: Strike\nMedium for casting miracles of the Gods. Granted to Darkmoon Blade knights, adherents to the Covenant of the Dark Sun Gwyndolin. This talisman demands dutiful faith from its owner, but has very high miracle adjustment."
Weapon	Velka's Talisman	"Weapon type: Talisman Attack type: Strike\nMedium for casting miracles of the Gods. This black tuft of hair that serves as a talisman belongs to Velka, Goddess of Sin. It casts miracles not by drawing upon faith, but intelligence."
Weapon	Skull Lantern	"Weapon type: Lantern Attack type: Strike\nSkull Lantern of the Catacombs necromancer. Droops from his long beard locks.\nThis lantern alights the Tomb of the Giants, Nito's light-devouring domain of death. Also serves as a fire damage strike weapon."
Weapon	East-West Shield	"Weapon type: Shield Attack type: Strike\nWooden shield. Decorated with the ancient symbol of a double-headed eagle, painted yellow.\nWood shields are lighter than metal shields, but with lower physical damage reduction, and reduced shield stability."
Weapon	Wooden Shield	"Weapon type: Shield Attack type: Strike\nVertically elongated wooden shield. Decorated with a white dragon.\nWood shields are lighter than metal shields, but with lower physical damage reduction, and reduced shield stability."
Weapon	Large Leather Shield	"Weapon type: Shield Attack type: Strike\nLarge, leather-covered round shield. Choice shield for hunters.\nWood shields are lighter than metal shields, but with lower physical damage reduction, and reduced shield stability."
Weapon	Small Leather Shield	"Weapon type: Small Shield Attack type: Strike\nSmall, leather-covered round shield, reinforced in critical spots with metal.\nSmall shields are always less stable, but landing critical hits after parry is easier."
Weapon	Target Shield	"Weapon type: Small Shield Attack type: Strike\nSmall round metal shield. Four protrusions used to parry attacks.\nSmall shields are always less stable, but landing critical hits after parry is easier. This shield is specialized for parrying."
Weapon	Buckler	"Weapon type: Small Shield Attack type: Strike\nVery small round metal shield. Parry attacks with large center protrusion.\nSmall shields are always less stable, but landing critical hits after parry is easier. This shield is specialized for parrying.\n\n\n"
